Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_13459,Describe Data Structures diagrammatically.,Computer Science,Data Structures,Apply,Final,18,2.9,58.1,Medium
QID_15138,What is Geometry,Mathematics,Geometry,Remember,Midterm,25,4.3,85.4,Easy
QID_16096,Define Networking in simple terms.,Computer Science,Networking,Remember,Midterm,18,4.5,89.9,Easy
QID_17060,Compare Relativity for a specific case.,Physics,Relativity,Apply,Quiz,21,3.2,64.3,Medium
QID_17142,Name Algorithms as defined in the textbook.,Computer Science,Algorithms,Remember,Midterm,15,4.7,94.1,Easy
QID_14518,Name Geometry,Mathematics,Geometry,Remember,Midterm,7,4.4,88.4,Easy
QID_15636,Define AI as defined in the textbook.,Computer Science,AI,Remember,Final,11,4.5,90.3,Easy
QID_20487,Describe Algorithms for a specific case.,Computer Science,Algorithms,Apply,Final,27,3.1,62.4,Medium
QID_20243,Synthesize Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Final,30,1.3,26.9,Hard
QID_10257,Synthesize Database in distributed latency environments.,Computer Science,Database,Evaluate,Midterm,21,1.8,36.4,Hard
QID_19367,Define Algorithms briefly.,Computer Science,Algorithms,Remember,Final,19,4.5,90.1,Easy
QID_19301,State Networking in simple terms.,Computer Science,Networking,Remember,Midterm,19,4.4,88.4,Easy
QID_20590,List Calculus briefly.,Mathematics,Calculus,Remember,Quiz,26,4.9,98.3,Easy
QID_19825,Define Algorithms in simple terms.,Computer Science,Algorithms,Remember,Midterm,12,4.5,90.1,Easy
QID_17645,Explain how Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Midterm,11,2.9,58.5,Medium
QID_13625,List Geometry,Mathematics,Geometry,Remember,Midterm,17,4.7,94.2,Easy
QID_10702,Derive the formula for Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Final,7,1.3,25.7,Hard
QID_13189,List Calculus,Mathematics,Calculus,Remember,Quiz,14,4.1,82.5,Easy
QID_10503,Compare Quantum Physics using an example.,Physics,Quantum Physics,Apply,Quiz,19,3.1,61.1,Medium
QID_20838,Calculate Relativity for a specific case.,Physics,Relativity,Apply,Final,19,3.3,65.9,Medium
QID_12556,List Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Midterm,27,4.0,79.2,Easy
QID_17672,Derive the formula for Optics considering edge cases.,Physics,Optics,Evaluate,Final,16,1.8,35.1,Hard
QID_12248,Define Optics,Physics,Optics,Remember,Midterm,6,4.8,96.5,Easy
QID_10372,Derive the formula for Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Midterm,23,1.3,26.4,Hard
QID_14052,Define Quantum Physics briefly.,Physics,Quantum Physics,Remember,Midterm,24,4.9,98.8,Easy
QID_13937,Evaluate the limitations of Linear Algebra in distributed latency environments.,Mathematics,Linear Algebra,Evaluate,Midterm,13,2.4,48.4,Medium
QID_10647,Explain how Mechanics in a standard system.,Physics,Mechanics,Apply,Midterm,10,3.0,60.7,Medium
QID_14076,Compare AI using an example.,Computer Science,AI,Apply,Final,25,3.3,65.9,Medium
QID_10997,Outline Calculus diagrammatically.,Mathematics,Calculus,Apply,Quiz,10,3.7,73.1,Medium
QID_14332,Calculate Statistics in a standard system.,Mathematics,Statistics,Apply,Final,11,2.6,51.8,Medium
QID_15577,Explain how Probability using an example.,Mathematics,Probability,Apply,Final,23,3.2,64.6,Medium
QID_11176,Critically analyze AI in distributed latency environments.,Computer Science,AI,Evaluate,Midterm,16,1.2,23.9,Hard
QID_21912,Explain how Mechanics for a specific case.,Physics,Mechanics,Apply,Final,19,2.9,57.6,Medium
QID_10551,Derive the formula for Probability under extreme constraints.,Mathematics,Probability,Evaluate,Final,12,1.5,30.0,Hard
QID_14840,State Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Quiz,6,4.6,91.9,Easy
QID_14372,Identify Networking in simple terms.,Computer Science,Networking,Remember,Midterm,17,4.3,86.7,Easy
QID_13497,Illustrate Geometry using an example.,Mathematics,Geometry,Apply,Quiz,23,2.6,52.2,Medium
QID_15405,Hypothesize Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Midterm,29,2.0,40.2,Hard
QID_13431,Calculate Mechanics diagrammatically.,Physics,Mechanics,Apply,Midterm,11,3.4,67.4,Medium
QID_15769,Identify Calculus briefly.,Mathematics,Calculus,Remember,Final,29,3.9,78.1,Easy
QID_17191,Outline Relativity diagrammatically.,Physics,Relativity,Apply,Final,13,3.4,67.9,Medium
QID_18161,Describe Networking using an example.,Computer Science,Networking,Apply,Final,13,3.4,68.4,Medium
QID_16884,Calculate Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Midterm,17,2.9,58.2,Medium
QID_17572,What is Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Quiz,24,5.0,100.0,Easy
QID_18432,Critically analyze Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Final,27,2.1,42.2,Hard
QID_10693,Illustrate Data Structures in a standard system.,Computer Science,Data Structures,Apply,Quiz,8,3.1,61.6,Medium
QID_12533,Synthesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,13,2.6,51.4,Medium
QID_15011,Evaluate the limitations of Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Quiz,8,1.5,29.5,Hard
QID_13443,Illustrate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Quiz,11,2.8,56.9,Medium
QID_10982,Derive the formula for Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Final,24,2.0,40.5,Hard
QID_17507,Outline Geometry using an example.,Mathematics,Geometry,Apply,Final,14,2.2,43.6,Hard
QID_21572,Identify Algorithms in simple terms.,Computer Science,Algorithms,Remember,Quiz,8,4.3,85.5,Easy
QID_14222,Evaluate the limitations of Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Midterm,16,1.3,26.0,Hard
QID_10091,Illustrate Calculus for a specific case.,Mathematics,Calculus,Apply,Midterm,19,2.7,53.4,Medium
QID_12266,State Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Final,14,4.3,86.9,Easy
QID_18819,Critically analyze Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Midterm,13,1.4,27.5,Hard
QID_18866,Hypothesize Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Final,8,2.2,44.2,Hard
QID_19630,List Calculus in simple terms.,Mathematics,Calculus,Remember,Midterm,21,4.5,90.0,Easy
QID_10261,,Mathematics,Probability,Evaluate,Final,5,0.5,10.9,Hard
QID_13337,Hypothesize Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Final,9,2.3,45.4,Medium
QID_21932,State Data Structures briefly.,Computer Science,Data Structures,Remember,Quiz,17,4.2,83.9,Easy
QID_16085,Derive the formula for Database considering edge cases.,Computer Science,Database,Evaluate,Midterm,14,1.9,37.8,Hard
QID_16962,State Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Final,7,4.3,86.9,Easy
QID_10445,Explain how Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Midterm,24,2.5,49.3,Medium
QID_13555,Derive the formula for Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Quiz,15,2.0,40.8,Hard
QID_12194,Outline Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Midterm,12,2.5,50.8,Medium
QID_20051,Identify Networking as defined in the textbook.,Computer Science,Networking,Remember,Quiz,27,4.2,84.9,Easy
QID_17899,State AI as defined in the textbook.,Computer Science,AI,Remember,Final,10,4.4,88.4,Easy
QID_12867,What is Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Final,19,4.5,89.4,Easy
QID_12526,Hypothesize Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Final,9,1.8,35.5,Hard
QID_18153,Critically analyze Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Final,20,2.0,39.7,Hard
QID_15641,Identify Probability as defined in the textbook.,Mathematics,Probability,Remember,Final,18,5.0,100.0,Easy
QID_21069,Critically analyze Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Midterm,27,2.1,42.7,Hard
QID_11168,Synthesize Relativity considering edge cases.,Physics,Relativity,Evaluate,Quiz,22,1.6,31.6,Hard
QID_14144,Illustrate Database for a specific case.,Computer Science,Database,Apply,Quiz,23,3.3,65.7,Medium
QID_10084,State Probability as defined in the textbook.,Mathematics,Probability,Remember,Quiz,18,4.1,81.0,Easy
QID_13149,State Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Quiz,17,4.1,83.0,Easy
QID_19778,Outline Statistics in a standard system.,Mathematics,Statistics,Apply,Quiz,21,2.4,47.2,Medium
QID_10880,Hypothesize Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Final,8,1.7,33.2,Hard
QID_17067,Critically analyze Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Midterm,5,2.3,46.0,Medium
QID_15728,State Thermodynamics,Physics,Thermodynamics,Remember,Midterm,11,4.5,89.9,Easy
QID_11467,Critically analyze Optics with mathematical proofs.,Physics,Optics,Evaluate,Final,8,2.1,41.7,Hard
QID_18994,Identify Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Midterm,16,4.0,80.8,Easy
QID_17337,Compare Probability using an example.,Mathematics,Probability,Apply,Final,27,3.1,62.0,Medium
QID_17108,Derive the formula for Quantum Physics considering edge cases.,Physics,Quantum Physics,Evaluate,Final,21,1.5,30.0,Hard
QID_14326,Compare Networking in a standard system.,Computer Science,Networking,Apply,Quiz,24,2.8,56.7,Medium
QID_14044,What is Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Quiz,25,4.3,86.9,Easy
QID_14137,Evaluate the limitations of Database in distributed latency environments.,Computer Science,Database,Evaluate,Quiz,10,2.6,52.5,Medium
QID_13039,Define Probability as defined in the textbook.,Mathematics,Probability,Remember,Midterm,30,5.0,99.2,Easy
QID_17631,Outline Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Quiz,19,3.9,77.2,Easy
QID_20874,Critically analyze Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Quiz,10,1.5,31.0,Hard
QID_15262,Name Probability as defined in the textbook.,Mathematics,Probability,Remember,Quiz,14,4.2,84.8,Easy
QID_10579,Compare AI in a standard system.,Computer Science,AI,Apply,Final,5,3.2,64.0,Medium
QID_18628,Compare Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Quiz,23,3.2,63.6,Medium
QID_19051,Synthesize Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Final,25,2.1,41.7,Hard
QID_16247,Illustrate Algorithms using an example.,Computer Science,Algorithms,Apply,Final,18,3.0,61.0,Medium
QID_19681,Evaluate the limitations of Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Quiz,14,1.9,37.6,Hard
QID_12467,Evaluate the limitations of AI in distributed latency environments.,Computer Science,AI,Evaluate,Final,27,2.2,44.1,Hard
QID_14157,State AI in simple terms.,Computer Science,AI,Remember,Quiz,6,4.1,82.1,Easy
QID_16062,Compare Data Structures using an example.,Computer Science,Data Structures,Apply,Final,21,2.9,57.4,Medium
QID_10413,Name Statistics briefly.,Mathematics,Statistics,Remember,Quiz,27,4.4,87.7,Easy
QID_10402,Calculate Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Midterm,24,3.3,65.3,Medium
QID_14428,Illustrate Statistics using an example.,Mathematics,Statistics,Apply,Midterm,22,2.8,55.1,Medium
QID_12084,Explain how Statistics using an example.,Mathematics,Statistics,Apply,Midterm,9,2.9,58.0,Medium
QID_13057,State Database as defined in the textbook.,Computer Science,Database,Remember,Quiz,22,4.3,85.8,Easy
QID_21768,Calculate Algorithms for a specific case.,Computer Science,Algorithms,Apply,Final,19,2.8,55.0,Medium
QID_10164,Hypothesize Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Midterm,28,2.9,57.6,Medium
QID_20963,Outline AI in a standard system.,Computer Science,AI,Apply,Midterm,5,2.4,47.8,Medium
QID_14302,Identify Linear Algebra,Mathematics,Linear Algebra,Remember,Final,25,4.4,88.5,Easy
QID_17796,Explain how Calculus for a specific case.,Mathematics,Calculus,Apply,Quiz,26,2.6,52.0,Medium
QID_19191,Illustrate Algorithms using an example.,Computer Science,Algorithms,Apply,Midterm,11,3.1,61.2,Medium
QID_13317,List Quantum Physics,Physics,Quantum Physics,Remember,Final,20,3.8,77.0,Easy
QID_19855,What is Geometry as defined in the textbook.,Mathematics,Geometry,Remember,Final,14,4.5,89.1,Easy
QID_13934,Illustrate Quantum Physics diagrammatically.,Physics,Quantum Physics,Apply,Final,8,3.0,59.4,Medium
QID_11847,List Geometry,Mathematics,Geometry,Remember,Quiz,23,4.4,88.7,Easy
QID_11334,Identify Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Quiz,9,3.9,78.3,Easy
QID_19453,Compare Optics in a standard system.,Physics,Optics,Apply,Quiz,17,3.6,71.7,Medium
QID_10753,List Data Structures briefly.,Computer Science,Data Structures,Remember,Final,9,4.8,95.9,Easy
QID_13064,Outline Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Midterm,22,3.0,60.7,Medium
QID_10706,Calculate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Quiz,11,3.4,67.9,Medium
QID_13491,Evaluate the limitations of Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Final,13,2.0,40.4,Hard
QID_14573,Outline Data Structures using an example.,Computer Science,Data Structures,Apply,Final,12,2.9,58.9,Medium
QID_17284,Illustrate Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Midterm,12,3.7,74.2,Medium
QID_19096,What is Networking as defined in the textbook.,Computer Science,Networking,Remember,Quiz,15,4.2,83.0,Easy
QID_13151,State Calculus,Mathematics,Calculus,Remember,Midterm,27,4.0,79.7,Easy
QID_21499,Hypothesize Database in distributed latency environments.,Computer Science,Database,Evaluate,Midterm,20,1.9,38.8,Hard
QID_13799,Illustrate Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Quiz,10,3.5,69.7,Medium
QID_14022,State Thermodynamics in simple terms.,Physics,Thermodynamics,Remember,Quiz,20,4.8,96.4,Easy
QID_11074,Explain how Optics in a standard system.,Physics,Optics,Apply,Midterm,14,2.3,45.5,Medium
QID_18225,Explain how Statistics using an example.,Mathematics,Statistics,Apply,Midterm,21,3.3,65.6,Medium
QID_13438,Compare Probability in a standard system.,Mathematics,Probability,Apply,Final,11,3.5,70.7,Medium
QID_16840,Hypothesize Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Final,8,1.4,28.9,Hard
QID_20985,Illustrate Calculus using an example.,Mathematics,Calculus,Apply,Quiz,18,2.6,51.4,Medium
QID_19112,Derive the formula for Linear Algebra under extreme constraints.,Mathematics,Linear Algebra,Evaluate,Midterm,7,1.4,27.4,Hard
QID_12429,Evaluate the limitations of Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Midterm,15,1.4,27.5,Hard
QID_10246,Define Thermodynamics briefly.,Physics,Thermodynamics,Remember,Quiz,25,4.1,81.1,Easy
QID_13815,Define Statistics,Mathematics,Statistics,Remember,Final,11,4.9,97.6,Easy
QID_15767,Describe Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Quiz,24,3.4,68.1,Medium
QID_13632,Calculate Linear Algebra in a standard system.,Mathematics,Linear Algebra,Apply,Quiz,30,3.0,59.7,Medium
QID_18724,Compare Optics diagrammatically.,Physics,Optics,Apply,Final,10,2.7,53.1,Medium
QID_12262,Hypothesize Relativity considering edge cases.,Physics,Relativity,Evaluate,Quiz,17,1.6,31.0,Hard
QID_12246,Name Calculus briefly.,Mathematics,Calculus,Remember,Quiz,23,3.8,75.0,Easy
QID_10835,Critically analyze Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Final,8,1.9,38.7,Hard
QID_15064,Hypothesize Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Final,29,2.0,40.8,Hard
QID_10432,Hypothesize Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Midterm,26,1.4,27.2,Hard
QID_15371,Derive the formula for Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Final,11,0.9,17.4,Hard
QID_11173,What is Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Midterm,25,4.4,87.1,Easy
QID_16455,Synthesize Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Quiz,24,1.8,36.6,Hard
QID_14656,What is Geometry as defined in the textbook.,Mathematics,Geometry,Remember,Midterm,16,4.4,87.8,Easy
QID_17582,Outline Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Midterm,22,2.7,53.1,Medium
QID_18256,Hypothesize Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Midterm,7,1.1,21.9,Hard
QID_10250,Derive the formula for Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Final,30,1.4,28.0,Hard
QID_15180,Define Optics,Physics,Optics,Remember,Midterm,27,4.6,91.3,Easy
QID_17238,Define Probability in simple terms.,Mathematics,Probability,Remember,Quiz,18,4.5,90.0,Easy
QID_21415,Compare Mechanics for a specific case.,Physics,Mechanics,Apply,Final,15,2.3,46.3,Medium
QID_15363,Define Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Final,9,4.5,90.0,Easy
QID_15743,Critically analyze Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,23,1.8,35.1,Hard
QID_13407,Derive the formula for Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Final,8,1.5,29.0,Hard
QID_12729,Describe Data Structures in a standard system.,Computer Science,Data Structures,Apply,Midterm,27,2.7,53.3,Medium
QID_14954,Describe Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Final,21,3.2,63.8,Medium
QID_10433,Illustrate Algorithms in a standard system.,Computer Science,Algorithms,Apply,Midterm,23,2.6,52.9,Medium
QID_15563,Explain how Probability diagrammatically.,Mathematics,Probability,Apply,Midterm,5,3.8,75.0,Easy
QID_19316,Calculate Optics using an example.,Physics,Optics,Apply,Midterm,13,3.1,61.9,Medium
QID_21169,Describe Statistics diagrammatically.,Mathematics,Statistics,Apply,Quiz,15,3.4,68.4,Medium
